hotel,city,room_type,season,day_of_week,is_holiday,is_weekend,occupancy,demand,booking_lead_time_days,competitor_price,room_price
City View,Delhi,Standard,Peak,Monday,0,0,49.63,73.56,34,7198.31,8018.36
Grand Palace,Delhi,Suite,High,Thursday,0,0,28.94,38.06,20,10938.09,12000.59
Grand Palace,Delhi,Suite,Low,Monday,1,0,58.97,63.85,7,9278.35,11882.19
Grand Palace,Mumbai,Deluxe,High,Thursday,0,0,59.67,83.81,21,9772.18,11333.98
Lakeside Inn,Goa,Executive,Shoulder,Monday,0,0,22.03,29.41,48,6318.09,7634.96
Sunrise Hotel,Mumbai,Standard,Shoulder,Sunday,0,1,74.09,73.83,39,6437.1,6462.82
Grand Palace,Mumbai,Standard,Low,Thursday,0,0,44.7,60.84,33,5395.35,5139.7
Lakeside Inn,Hyderabad,Deluxe,Low,Saturday,0,1,32.05,39.0,14,6065.71,6167.55
The Meridian,Hyderabad,Deluxe,High,Monday,0,0,46.08,57.48,4,8877.25,10586.43
City View,Delhi,Deluxe,Shoulder,Tuesday,0,0,19.0,25.46,16,4534.42,4868.21
Sunrise Hotel,Mumbai,Standard,Shoulder,Friday,0,0,52.84,44.09,28,5703.42,5323.33
City View,Delhi,Deluxe,Shoulder,Saturday,0,1,53.3,61.28,21,7330.06,7727.44
Sunrise Hotel,Hyderabad,Standard,Peak,Saturday,0,1,37.2,64.51,27,8303.96,8882.44
City View,Goa,Standard,High,Monday,0,0,71.37,68.4,85,6335.6,6521.71
Sunrise Hotel,Jaipur,Deluxe,Shoulder,Friday,0,0,46.99,53.95,35,6215.12,7822.34
City View,Delhi,Deluxe,Low,Tuesday,0,0,40.67,54.15,65,4909.82,4867.52
City View,Goa,Standard,Shoulder,Saturday,0,1,63.81,61.36,19,5953.62,6429.37
City View,Jaipur,Standard,Peak,Tuesday,0,0,37.97,55.8,18,6525.28,7383.48
City View,Bengaluru,Standard,High,Thursday,0,0,67.42,61.3,10,5407.9,6437.23
The Meridian,Delhi,Standard,Shoulder,Sunday,0,1,50.08,59.93,36,6310.97,6557.33
Grand Palace,Delhi,Suite,High,Friday,0,0,78.49,83.45,15,13097.05,15820.49
Royal Residency,Bengaluru,Executive,Shoulder,Sunday,0,1,75.8,55.03,113,8045.13,9236.95
Lakeside Inn,Bengaluru,Standard,High,Wednesday,0,0,58.35,68.96,29,5800.15,6058.18
Royal Residency,Delhi,Suite,Shoulder,Thursday,0,0,25.23,31.95,31,8429.19,9952.13
Royal Residency,Bengaluru,Executive,Low,Friday,0,0,12.97,28.83,27,7103.36,6934.2
Sunrise Hotel,Mumbai,Suite,Low,Monday,0,0,20.96,27.04,20,9043.08,9779.21
Grand Palace,Jaipur,Standard,Shoulder,Sunday,1,1,36.47,57.12,67,5084.59,5299.08
Sunrise Hotel,Jaipur,Executive,Peak,Monday,0,0,80.13,100.0,42,10599.93,13219.73
Grand Palace,Jaipur,Standard,Shoulder,Tuesday,0,0,61.23,39.37,8,4172.65,4390.95
Grand Palace,Mumbai,Standard,Peak,Saturday,0,1,73.44,88.1,8,11480.55,13144.14
City View,Bengaluru,Standard,High,Sunday,0,1,60.72,80.8,11,6719.84,7827.18
The Meridian,Goa,Deluxe,Low,Wednesday,0,0,22.27,29.72,13,8389.52,8167.6
City View,Bengaluru,Standard,Low,Monday,0,0,27.79,38.91,25,1922.08,1601.3
The Meridian,Delhi,Standard,Low,Friday,0,0,54.55,53.74,60,6699.47,6638.16
Sunrise Hotel,Hyderabad,Standard,High,Sunday,1,1,70.43,87.0,35,6782.52,8049.73
The Meridian,Jaipur,Suite,Low,Sunday,0,1,38.3,27.08,10,10372.82,12120.47
Sunrise Hotel,Bengaluru,Executive,Shoulder,Saturday,0,1,48.76,63.32,17,8762.7,9990.17
Royal Residency,Goa,Standard,Shoulder,Saturday,1,1,42.82,55.29,7,6396.14,7493.89
Royal Residency,Delhi,Suite,High,Friday,0,0,36.67,55.65,30,11708.76,13591.7
The Meridian,Mumbai,Suite,Low,Saturday,1,1,52.47,68.67,58,13305.62,14605.19
The Meridian,Mumbai,Suite,Shoulder,Monday,1,0,43.61,74.32,110,13028.8,15387.4
Sunrise Hotel,Goa,Standard,Shoulder,Friday,1,0,19.86,50.19,15,6049.91,5168.59
City View,Delhi,Deluxe,Shoulder,Friday,0,0,56.68,61.51,44,6477.96,6768.0
Sunrise Hotel,Jaipur,Executive,High,Tuesday,0,0,17.66,42.83,95,7803.38,7705.48
City View,Bengaluru,Deluxe,Low,Wednesday,0,0,42.46,46.83,59,5101.54,6325.75
Royal Residency,Delhi,Standard,High,Sunday,1,1,55.2,73.43,55,7069.47,8555.89
Grand Palace,Mumbai,Deluxe,High,Tuesday,0,0,64.29,66.95,42,9175.6,10718.55
The Meridian,Goa,Deluxe,High,Wednesday,0,0,31.02,58.85,78,10633.45,11447.11
City View,Goa,Deluxe,High,Friday,0,0,42.25,44.23,18,9162.48,9906.87
Sunrise Hotel,Bengaluru,Standard,Shoulder,Sunday,0,1,38.23,42.58,45,4630.09,3652.26
Royal Residency,Goa,Standard,Low,Saturday,0,1,29.86,32.0,29,5076.39,5289.27
City View,Goa,Suite,High,Wednesday,0,0,47.9,44.7,20,9919.51,12905.13
Sunrise Hotel,Delhi,Suite,Shoulder,Friday,0,0,43.12,51.72,13,9215.45,10703.87
The Meridian,Jaipur,Standard,High,Friday,0,0,24.3,59.49,109,8567.4,8330.06
The Meridian,Bengaluru,Executive,Shoulder,Tuesday,1,0,50.6,56.23,16,9629.64,10897.85
Lakeside Inn,Delhi,Standard,Peak,Tuesday,0,0,83.9,98.42,38,7520.35,9007.47
Grand Palace,Jaipur,Deluxe,High,Saturday,0,1,54.02,68.86,46,9651.48,10800.35
Lakeside Inn,Delhi,Suite,Low,Thursday,0,0,35.76,53.88,11,7813.23,9061.41
Royal Residency,Hyderabad,Suite,Shoulder,Monday,0,0,33.61,45.39,49,9056.16,10019.04
City View,Delhi,Executive,High,Thursday,0,0,96.58,100.0,84,10079.37,12571.79
